Idade,Saiu_da_empresa,Viagens,Departamento,Distancia_de_casa,Educacao,Area_de_formacao,ID_funcionario,Genero,Nivel_posicao,Cargo,Estado_Civel,Renda_mensal,Num_empresas_trabalhou,Aumento_salarial_ultimo_ano_em_%,Nivel_opcao_acoes,Experiencia_anos,Qtd_treinamento_ultimo_ano,Anos_na_empresa,Anos_da_ultima_promocao,Anos_com_mesmo_Gerente
50,Nao,Frequente,Pesquisa e desenvolvimento,6,3,Medica,2299,Masculino,1,Gerente,Solteiro,23420,1,12,1,32,2,32,13,9
34,Nao,Raramente,Vendas,25,5,Marketing,2300,Feminino,1,Pesquisador,Casado,41940,0,17,2,12,3,11,5,7
42,Nao,Raramente,Pesquisa e desenvolvimento,1,3,Ciencias da Vida,2301,Feminino,1,Diretor de Manufatura,Casado,106850,4,11,3,4,2,1,0,0
37,Nao,Raramente,Pesquisa e desenvolvimento,2,2,Medica,2302,Masculino,1,Pesquisador,Casado,20220,1,12,0,10,1,10,3,7
29,Nao,Raramente,Pesquisa e desenvolvimento,1,3,Medica,2303,Feminino,1,Gerente,Casado,23140,3,13,0,9,5,7,0,7
33,Nao,Raramente,Pesquisa e desenvolvimento,1,1,Ciencias da Vida,2304,Masculino,1,Pesquisador,Solteiro,42560,1,13,3,5,1,5,0,2
45,Nao,Raramente,Vendas,3,3,Ciencias da Vida,2305,Masculino,3,Tecnico de Laboratorio,Casado,35800,4,20,1,8,1,5,0,3
42,Nao,Frequente,Recursos Humanos,1,4,Formacao Tecnica,2306,Masculino,2,Diretor de Manufatura,Casado,31620,2,17,2,24,1,20,13,9
40,Nao,Raramente,Vendas,10,1,Ciencias da Vida,2307,Feminino,1,Diretor de Manufatura,Casado,65240,0,13,1,9,2,8,7,1
33,Nao,Raramente,Pesquisa e desenvolvimento,9,3,Medica,2308,Feminino,2,Diretor de Manufatura,Casado,28990,1,17,0,15,3,15,5,7
40,Nao,Raramente,Vendas,5,5,Ciencias da Vida,2309,Masculino,1,Diretor de Manufatura,Solteiro,52310,1,12,2,21,4,21,7,7
24,Nao,Raramente,Vendas,10,2,Marketing,2310,Masculino,1,Diretor de Manufatura,Divorciado,23560,0,13,0,2,5,1,0,0
40,Nao,Nao,Pesquisa e desenvolvimento,7,3,Medica,2311,Masculino,1,Pesquisador,Divorciado,28000,3,12,2,8,0,2,2,2
45,Nao,Raramente,Pesquisa e desenvolvimento,4,3,Medica,2312,Feminino,3,Tecnico de Laboratorio,Divorciado,118360,1,22,0,10,2,10,7,7
35,Nao,Raramente,Pesquisa e desenvolvimento,10,1,Ciencias da Vida,2313,Masculino,1,Representante de Saude,Casado,109030,0,11,0,6,3,5,4,2
32,Nao,Raramente,Pesquisa e desenvolvimento,22,4,Medica,2314,Masculino,1,Executivo de vendas,Casado,29730,3,22,0,12,0,7,2,5
36,Nao,Raramente,Vendas,9,3,Marketing,2315,Feminino,4,Pesquisador,Solteiro,142750,3,18,1,7,5,3,1,2
48,Nao,Raramente,Pesquisa e desenvolvimento,12,4,Medica,2316,Masculino,1,Tecnico de Laboratorio,Divorciado,55620,8,13,1,18,2,8,7,7
29,Nao,Raramente,Pesquisa e desenvolvimento,23,4,Ciencias da Vida,2317,Feminino,2,Representante de Saude,Casado,45370,6,18,1,5,5,1,0,0
33,Nao,Raramente,Pesquisa e desenvolvimento,9,1,Medica,2318,Masculino,1,Representante de Saude,Casado,76420,2,20,1,8,2,2,2,2
30,Sim,Raramente,Pesquisa e desenvolvimento,1,3,Outras,2319,Masculino,3,Executivo de vendas,Casado,179240,1,13,2,10,2,10,6,7
38,Nao,Frequente,Vendas,9,3,Marketing,2320,Masculino,1,Diretor de Manufatura,Casado,52040,3,13,1,10,2,6,1,2
35,Nao,Raramente,Vendas,7,2,Ciencias da Vida,2321,Masculino,1,Executivo de vendas,Solteiro,22770,1,12,1,3,2,3,1,2
30,Nao,Raramente,Pesquisa e desenvolvimento,14,3,Formacao Tecnica,2322,Masculino,5,Diretor de pesquisa,Casado,27950,3,13,0,9,4,4,1,3
35,Sim,Raramente,Pesquisa e desenvolvimento,2,3,Medica,2323,Feminino,1,Pesquisador,Divorciado,25320,1,13,0,1,2,1,0,0
53,Sim,Raramente,Pesquisa e desenvolvimento,19,3,Ciencias da Vida,2324,Masculino,2,Gerente,Casado,25590,0,25,0,34,2,33,1,9
38,Sim,Raramente,Pesquisa e desenvolvimento,2,3,Medica,2325,Feminino,3,Executivo de vendas,Casado,49080,4,19,1,7,3,5,1,4
32,Nao,Nao,Pesquisa e desenvolvimento,10,4,Ciencias da Vida,2326,Feminino,5,Pesquisador,Casado,23800,4,13,0,9,5,6,1,2
48,Nao,Raramente,Pesquisa e desenvolvimento,2,5,Ciencias da Vida,2327,Masculino,1,Executivo de vendas,Casado,47650,8,12,1,10,4,8,7,6
34,Nao,Raramente,Pesquisa e desenvolvimento,3,3,Ciencias da Vida,2328,Masculino,2,Executivo de vendas,Solteiro,20440,1,11,0,1,2,1,0,0
55,Nao,Raramente,Pesquisa e desenvolvimento,11,1,Medica,2329,Feminino,1,Tecnico de Laboratorio,Casado,26930,1,18,0,36,6,36,2,13
34,Nao,Raramente,Pesquisa e desenvolvimento,2,2,Ciencias da Vida,2330,Masculino,2,Pesquisador,Casado,65860,9,18,1,9,3,2,2,1
26,Nao,Raramente,Pesquisa e desenvolvimento,4,3,Ciencias da Vida,2331,Masculino,1,Diretor de pesquisa,Casado,32940,1,11,0,1,6,1,0,0
38,Nao,Raramente,Vendas,14,2,Marketing,2332,Feminino,1,Executivo de vendas,Casado,41710,0,23,0,10,4,9,7,7
38,Nao,Raramente,Pesquisa e desenvolvimento,2,3,Ciencias da Vida,2333,Feminino,1,Diretor de Manufatura,Solteiro,27780,2,13,0,8,5,3,1,2
36,Nao,Raramente,Recursos Humanos,1,3,Recursos Humanos,2334,Masculino,1,Pesquisador,Solteiro,23770,6,13,2,15,3,1,0,0
29,Nao,Raramente,Pesquisa e desenvolvimento,10,3,Ciencias da Vida,2335,Masculino,1,Representante de Vendas,Solteiro,24040,1,17,0,10,3,10,1,5
35,Nao,Raramente,Vendas,12,2,Ciencias da Vida,2336,Feminino,2,Executivo de vendas,Solteiro,23180,3,19,0,10,4,5,0,4
39,Nao,Raramente,Vendas,2,2,Medica,2337,Feminino,1,Executivo de vendas,Casado,20080,2,12,0,11,3,7,7,6
29,Nao,Frequente,Pesquisa e desenvolvimento,5,1,Medica,2338,Feminino,1,Pesquisador,Divorciado,62440,1,22,0,6,3,6,1,3
50,Nao,Raramente,Pesquisa e desenvolvimento,4,2,Medica,2339,Feminino,1,Tecnico de Laboratorio,Casado,27990,4,12,1,27,0,1,0,0
23,Nao,Raramente,Pesquisa e desenvolvimento,7,2,Ciencias da Vida,2340,Feminino,3,Gerente,Casado,105520,2,11,0,4,2,2,2,2
36,Nao,Frequente,Vendas,21,3,Ciencias da Vida,2341,Masculino,2,Recursos Humanos,Casado,23290,3,15,0,9,2,3,0,2
42,Nao,Raramente,Pesquisa e desenvolvimento,8,2,Ciencias da Vida,2342,Feminino,5,Gerente,Solteiro,40140,8,13,1,24,3,1,0,1
35,Nao,Raramente,Vendas,4,3,Medica,2343,Feminino,2,Tecnico de Laboratorio,Casado,74030,1,12,1,10,4,10,6,8
34,Nao,Frequente,Pesquisa e desenvolvimento,25,1,Ciencias da Vida,2344,Feminino,1,Gerente,Casado,22590,1,14,0,8,2,8,7,7
40,Nao,Raramente,Pesquisa e desenvolvimento,1,4,Ciencias da Vida,2345,Masculino,2,Tecnico de Laboratorio,Casado,69320,1,13,0,5,5,5,1,2
43,Nao,Raramente,Pesquisa e desenvolvimento,1,1,Outras,2346,Masculino,1,Gerente,Divorciado,46780,5,25,1,8,0,6,0,2
35,Nao,Raramente,Vendas,6,3,Marketing,2347,Feminino,3,Representante de Vendas,Casado,135820,1,17,1,1,3,1,0,1
46,Nao,Raramente,Pesquisa e desenvolvimento,12,4,Formacao Tecnica,2348,Masculino,1,Tecnico de Laboratorio,Solteiro,23320,1,11,0,27,2,26,0,12
28,Sim,Raramente,Recursos Humanos,1,3,Medica,2349,Feminino,2,Tecnico de Laboratorio,Casado,24130,1,16,1,1,2,1,0,0
22,Nao,Nao,Vendas,17,2,Marketing,2350,Masculino,3,Executivo de vendas,Casado,97050,1,18,2,4,3,4,1,3
50,Nao,Frequente,Pesquisa e desenvolvimento,3,3,Outras,2351,Masculino,2,Pesquisador,Casado,42940,2,20,0,32,2,30,12,13
32,Nao,Raramente,Pesquisa e desenvolvimento,3,2,Ciencias da Vida,2352,Masculino,3,Pesquisador,Casado,47210,3,14,1,6,3,3,0,2
44,Nao,Raramente,Pesquisa e desenvolvimento,10,3,Formacao Tecnica,2353,Masculino,3,Gerente,Divorciado,25190,0,21,2,23,2,22,1,10
30,Nao,Raramente,Pesquisa e desenvolvimento,4,3,Medica,2354,Feminino,1,Diretor de pesquisa,Casado,21210,1,13,1,6,2,6,1,1
45,Nao,Raramente,Vendas,29,2,Formacao Tecnica,2355,Feminino,2,Pesquisador,Solteiro,29730,1,12,0,10,2,10,1,4
45,Nao,Nao,Vendas,2,4,Ciencias da Vida,2356,Masculino,2,Diretor de Manufatura,Casado,58550,1,14,1,10,3,10,4,5
31,Nao,Frequente,Pesquisa e desenvolvimento,7,3,Medica,2357,Masculino,2,Pesquisador,Solteiro,36170,7,21,1,10,5,5,0,3
36,Nao,Raramente,Pesquisa e desenvolvimento,18,1,Medica,2358,Masculino,2,Diretor de Manufatura,Casado,67250,9,17,1,7,3,3,1,1
34,Nao,Frequente,Vendas,28,4,Marketing,2359,Masculino,5,Diretor de Manufatura,Divorciado,103250,1,11,1,9,3,9,7,2
49,Nao,Raramente,Pesquisa e desenvolvimento,1,4,Ciencias da Vida,2360,Masculino,3,Representante de Saude,Casado,69490,1,14,1,10,2,9,1,4
39,Nao,Raramente,Pesquisa e desenvolvimento,6,2,Ciencias da Vida,2361,Masculino,3,Pesquisador,Casado,106090,2,17,1,10,2,7,7,7
27,Nao,Raramente,Pesquisa e desenvolvimento,2,1,Ciencias da Vida,2362,Masculino,4,Pesquisador,Divorciado,44470,1,13,0,7,4,7,0,7
35,Nao,Raramente,Pesquisa e desenvolvimento,2,3,Medica,2363,Feminino,2,Executivo de vendas,Casado,21570,1,25,0,16,1,16,1,10
28,Nao,Raramente,Pesquisa e desenvolvimento,23,3,Ciencias da Vida,2364,Masculino,3,Diretor de Manufatura,Divorciado,46010,0,15,2,6,2,5,0,0
21,Nao,Raramente,Pesquisa e desenvolvimento,3,1,Ciencias da Vida,2365,Feminino,1,Tecnico de Laboratorio,Solteiro,170990,1,14,1,3,2,2,2,2
18,Sim,Frequente,Pesquisa e desenvolvimento,3,5,Medica,2366,Masculino,1,Diretor de pesquisa,Solteiro,24790,NA,12,1,0,2,0,0,0
47,Nao,Raramente,Pesquisa e desenvolvimento,25,4,Medica,2367,Masculino,2,Pesquisador,Casado,148520,3,19,3,27,3,5,1,0
39,Nao,Raramente,Vendas,2,4,Ciencias da Vida,2368,Masculino,1,Tecnico de Laboratorio,Divorciado,72640,0,17,0,NA,5,10,0,7
40,Nao,Raramente,Pesquisa e desenvolvimento,22,1,Ciencias da Vida,2369,Masculino,1,Tecnico de Laboratorio,Casado,56660,1,14,1,18,2,18,14,12
35,Nao,Nao,Pesquisa e desenvolvimento,29,3,Medica,2370,Feminino,2,Executivo de vendas,Casado,78230,1,13,1,15,3,14,2,9
37,Nao,Raramente,Pesquisa e desenvolvimento,29,4,Formacao Tecnica,2371,Masculino,1,Tecnico de Laboratorio,Casado,78800,3,12,1,9,2,4,0,2
39,Nao,Frequente,Pesquisa e desenvolvimento,2,3,Formacao Tecnica,2372,Feminino,2,Gerente,Solteiro,131940,0,11,0,10,2,9,3,8
45,Nao,Raramente,Pesquisa e desenvolvimento,28,3,Ciencias da Vida,2373,Feminino,2,Tecnico de Laboratorio,Divorciado,50670,1,11,2,10,3,10,3,9
38,Nao,Raramente,Pesquisa e desenvolvimento,2,4,Ciencias da Vida,2374,Feminino,3,Executivo de vendas,Casado,50790,3,11,0,10,3,5,0,2
35,Sim,Raramente,Pesquisa e desenvolvimento,2,3,Ciencias da Vida,2375,Masculino,3,Representante de Saude,Casado,23210,9,12,1,15,0,13,6,0
37,Nao,Raramente,Pesquisa e desenvolvimento,22,3,Ciencias da Vida,2376,Feminino,2,Representante de Saude,Casado,174440,1,14,0,8,4,8,7,7
40,Nao,Raramente,Pesquisa e desenvolvimento,8,3,Formacao Tecnica,2377,Feminino,2,Representante de Saude,Solteiro,24040,6,17,0,18,2,4,3,3
44,Nao,Frequente,Vendas,2,2,Marketing,2378,Masculino,1,Tecnico de Laboratorio,Casado,34520,4,11,1,14,2,10,0,2
48,Nao,Frequente,Vendas,10,4,Marketing,2379,Feminino,3,Gerente,Casado,22700,2,14,3,23,2,2,2,2
35,Sim,Raramente,Pesquisa e desenvolvimento,9,3,Ciencias da Vida,2380,Masculino,2,Gerente,Divorciado,173990,6,12,0,7,3,2,2,2
24,Nao,Frequente,Pesquisa e desenvolvimento,15,3,Ciencias da Vida,2381,Masculino,2,Pesquisador,Solteiro,54880,1,22,1,6,6,6,1,3
27,Nao,Raramente,Vendas,10,4,Ciencias da Vida,2382,Masculino,3,Executivo de vendas,Casado,194190,7,14,1,5,2,3,0,2
27,Nao,Frequente,Pesquisa e desenvolvimento,7,3,Ciencias da Vida,2383,Masculino,1,Pesquisador,Solteiro,28110,2,20,0,6,3,4,1,2
40,Sim,Raramente,Vendas,16,4,Marketing,2384,Masculino,1,Diretor de pesquisa,Solteiro,36330,3,16,2,10,0,4,0,3
29,Nao,Raramente,Pesquisa e desenvolvimento,20,1,Medica,2385,Feminino,2,Gerente,Solteiro,41630,9,15,1,8,4,5,1,4
36,Nao,Raramente,Pesquisa e desenvolvimento,23,3,Ciencias da Vida,2386,Feminino,3,Executivo de vendas,Casado,21320,4,20,0,9,1,3,0,2
25,Nao,Frequente,Vendas,5,1,Marketing,2387,Masculino,4,Diretor de Manufatura,Divorciado,139730,1,14,0,7,3,7,0,7
39,Nao,Raramente,Vendas,10,3,Marketing,2388,Feminino,2,Diretor de pesquisa,Casado,26840,4,12,0,7,2,5,1,0
49,Nao,Raramente,Vendas,4,2,Ciencias da Vida,2389,Masculino,2,Diretor de pesquisa,Casado,108450,3,24,0,27,4,4,1,2
50,Nao,Raramente,Pesquisa e desenvolvimento,2,2,Medica,2390,Masculino,3,Executivo de vendas,Divorciado,43770,5,12,1,19,2,14,1,11
20,Nao,Raramente,Pesquisa e desenvolvimento,18,4,Medica,2391,Feminino,2,Executivo de vendas,Solteiro,37430,1,13,1,2,2,2,2,2
34,Nao,Raramente,Pesquisa e desenvolvimento,10,3,Medica,2392,Masculino,3,Tecnico de Laboratorio,Divorciado,41480,1,11,0,11,3,11,7,9
36,Nao,Raramente,Pesquisa e desenvolvimento,1,3,Ciencias da Vida,2393,Feminino,2,Representante de Saude,Solteiro,10510,2,14,0,15,2,4,1,3
49,Nao,Raramente,Recursos Humanos,6,2,Ciencias da Vida,2394,Feminino,2,Pesquisador,Casado,107390,2,11,3,30,3,15,2,12
36,Nao,Nao,Pesquisa e desenvolvimento,8,4,Ciencias da Vida,2395,Masculino,4,Tecnico de Laboratorio,Casado,103880,0,14,0,4,2,3,1,2
36,Nao,Raramente,Pesquisa e desenvolvimento,2,2,Medica,2396,Feminino,2,Representante de Saude,Divorciado,114160,6,16,0,13,2,5,0,4
54,Nao,Raramente,Vendas,24,3,Marketing,2397,Masculino,1,Tecnico de Laboratorio,Casado,26000,3,14,0,36,5,10,4,7
43,Nao,Raramente,Pesquisa e desenvolvimento,2,4,Ciencias da Vida,2398,Feminino,1,Pesquisador,Casado,24220,1,11,1,14,2,14,6,11
35,Sim,Frequente,Pesquisa e desenvolvimento,17,4,Medica,2399,Masculino,1,Diretor de pesquisa,Solteiro,54720,3,11,1,13,3,11,6,7
38,Nao,Frequente,Pesquisa e desenvolvimento,19,2,Ciencias da Vida,2400,Masculino,2,Pesquisador,Casado,24510,7,12,1,19,3,13,2,9
29,Nao,Raramente,Pesquisa e desenvolvimento,1,2,Medica,2401,Masculino,2,Representante de Vendas,Divorciado,42400,1,14,0,10,2,10,0,9
33,Nao,Raramente,Pesquisa e desenvolvimento,7,3,Medica,2402,Masculino,5,Executivo de vendas,Divorciado,109990,1,18,3,6,3,6,0,4
32,Nao,Raramente,Pesquisa e desenvolvimento,5,4,Formacao Tecnica,2403,Masculino,5,Pesquisador,Divorciado,50030,0,13,0,10,5,9,1,6
31,Nao,Raramente,Pesquisa e desenvolvimento,28,4,Formacao Tecnica,2404,Feminino,2,Executivo de vendas,Casado,127420,1,11,0,10,4,10,0,2
49,Nao,Raramente,Pesquisa e desenvolvimento,2,4,Medica,2405,Masculino,1,Tecnico de Laboratorio,Divorciado,42270,4,18,0,17,3,2,2,2
38,Nao,Frequente,Vendas,29,2,Medica,2406,Feminino,1,Executivo de vendas,Solteiro,39170,1,15,3,4,2,4,3,3
47,Nao,Raramente,Pesquisa e desenvolvimento,1,4,Medica,2407,Masculino,3,Tecnico de Laboratorio,Divorciado,183030,6,22,1,29,2,3,1,2
49,Nao,Raramente,Pesquisa e desenvolvimento,21,3,Medica,2408,Masculino,2,Diretor de Manufatura,Solteiro,23800,4,13,0,23,3,8,0,0
41,Nao,Raramente,Pesquisa e desenvolvimento,24,4,Ciencias da Vida,2409,Feminino,4,Gerente,Solteiro,137260,3,12,0,21,6,2,0,2
20,Nao,Raramente,Pesquisa e desenvolvimento,1,3,Ciencias da Vida,2410,Masculino,1,Representante de Vendas,Solteiro,47770,1,18,1,2,3,2,0,2
33,Nao,Nao,Pesquisa e desenvolvimento,18,2,Medica,2411,Feminino,2,Representante de Saude,Divorciado,63850,1,13,0,7,6,6,1,2
36,Nao,Raramente,Pesquisa e desenvolvimento,2,2,Formacao Tecnica,2412,Masculino,3,Executivo de vendas,Casado,199730,6,12,0,10,2,3,0,2
44,Nao,Raramente,Pesquisa e desenvolvimento,9,3,Formacao Tecnica,2413,Feminino,3,Representante de Saude,Divorciado,68610,4,12,0,8,2,2,2,2
23,Sim,Raramente,Recursos Humanos,6,3,Ciencias da Vida,2414,Feminino,3,Tecnico de Laboratorio,Solteiro,49690,1,12,0,5,3,5,1,2
38,Nao,Raramente,Pesquisa e desenvolvimento,11,2,Ciencias da Vida,2415,Masculino,1,Executivo de vendas,Casado,198450,7,11,1,7,3,0,0,0
53,Nao,Raramente,Pesquisa e desenvolvimento,24,3,Ciencias da Vida,2416,Masculino,4,Diretor de pesquisa,Casado,133200,3,11,0,11,2,4,1,2
48,Sim,Frequente,Vendas,10,2,Marketing,2417,Masculino,1,Representante de Saude,Casado,63470,2,12,1,19,3,9,7,7
32,Sim,Raramente,Vendas,1,3,Ciencias da Vida,2418,Masculino,2,Pesquisador,Solteiro,27430,1,19,1,1,2,1,0,0
26,Nao,Nao,Pesquisa e desenvolvimento,18,2,Medica,2419,Masculino,1,Recursos Humanos,Solteiro,108800,1,23,1,7,5,7,5,7
55,Nao,Raramente,Pesquisa e desenvolvimento,23,1,Ciencias da Vida,2420,Masculino,5,Tecnico de Laboratorio,Divorciado,23420,5,11,2,8,2,4,1,2
34,Nao,Raramente,Vendas,28,3,Ciencias da Vida,2421,Feminino,2,Pesquisador,Casado,176500,1,19,1,15,6,15,4,13
60,Nao,Raramente,Vendas,17,4,Medica,2422,Masculino,1,Gerente,Divorciado,40250,3,13,1,19,5,1,0,0
33,Nao,Raramente,Vendas,3,3,Ciencias da Vida,2423,Masculino,3,Gerente,Casado,97250,1,11,0,14,0,14,2,13
37,Nao,Frequente,Pesquisa e desenvolvimento,13,3,Ciencias da Vida,2424,Masculino,1,Tecnico de Laboratorio,Divorciado,119040,1,12,1,6,4,6,1,3
34,Nao,Raramente,Pesquisa e desenvolvimento,7,2,Ciencias da Vida,2425,Masculino,1,Representante de Saude,Casado,21770,1,13,0,10,5,10,8,7
23,Sim,Raramente,Pesquisa e desenvolvimento,12,2,Medica,2426,Masculino,2,Pesquisador,Divorciado,75250,1,14,2,3,2,3,0,2
44,Nao,Raramente,Recursos Humanos,1,3,Ciencias da Vida,2427,Masculino,1,Pesquisador,Casado,48340,1,14,0,9,1,8,6,7
35,Nao,Frequente,Pesquisa e desenvolvimento,13,3,Ciencias da Vida,2428,Masculino,3,Executivo de vendas,Solteiro,20420,0,16,0,6,2,5,1,4
43,Nao,Raramente,Pesquisa e desenvolvimento,25,4,Ciencias da Vida,2429,Masculino,2,Executivo de vendas,Casado,22200,1,11,0,10,2,10,8,8
24,Nao,Raramente,Pesquisa e desenvolvimento,6,3,Ciencias da Vida,2430,Masculino,3,Executivo de vendas,Casado,10520,1,13,0,5,3,5,0,4
41,Nao,Raramente,Vendas,6,4,Marketing,2431,Masculino,1,Pesquisador,Solteiro,28210,1,17,0,10,3,10,8,7
29,Nao,Raramente,Pesquisa e desenvolvimento,2,2,Ciencias da Vida,2432,Masculino,2,Pesquisador,Casado,192370,9,11,1,9,2,5,1,2
36,Nao,Raramente,Recursos Humanos,1,4,Ciencias da Vida,2433,Feminino,3,Pesquisador,Solteiro,41070,3,11,1,17,2,13,6,7
45,Nao,Nao,Vendas,2,3,Ciencias da Vida,2434,Feminino,2,Diretor de Manufatura,Casado,83960,3,15,2,25,3,23,14,4
24,Sim,Raramente,Vendas,6,2,Medica,2435,Feminino,2,Gerente,Casado,20070,1,12,0,1,2,1,0,0
47,Sim,Frequente,Pesquisa e desenvolvimento,1,3,Medica,2436,Feminino,2,Executivo de vendas,Casado,196270,7,11,2,25,1,23,14,10
26,Nao,Raramente,Pesquisa e desenvolvimento,9,1,Medica,2437,Masculino,1,Executivo de vendas,Casado,106860,1,14,1,3,2,3,0,2
45,Nao,Raramente,Pesquisa e desenvolvimento,1,4,Ciencias da Vida,2438,Masculino,1,Diretor de pesquisa,Solteiro,29420,1,22,1,21,4,21,8,6
32,Nao,Frequente,Vendas,1,1,Marketing,2439,Masculino,2,Tecnico de Laboratorio,Casado,88580,6,16,1,10,2,5,1,3
31,Nao,Raramente,Pesquisa e desenvolvimento,14,2,Ciencias da Vida,2440,Masculino,1,Executivo de vendas,Casado,167560,1,11,2,6,5,5,0,3
41,Nao,Nao,Vendas,2,2,Medica,2441,Masculino,2,Pesquisador,Casado,107980,6,14,2,10,5,3,1,2
40,Nao,Raramente,Pesquisa e desenvolvimento,22,2,Formacao Tecnica,2442,Masculino,1,Representante de Saude,Casado,23230,2,16,1,18,2,1,0,0
24,Nao,Raramente,Pesquisa e desenvolvimento,3,3,Ciencias da Vida,2443,Feminino,1,Pesquisador,Divorciado,14160,1,15,1,6,3,6,1,2
46,Nao,Raramente,Pesquisa e desenvolvimento,6,3,Medica,2444,Masculino,4,Executivo de vendas,Solteiro,46150,6,12,0,19,3,10,0,9
35,Nao,Raramente,Vendas,8,4,Ciencias da Vida,2445,Masculino,1,Tecnico de Laboratorio,Casado,24610,2,20,1,17,4,7,0,7
30,Nao,Raramente,Vendas,9,4,Marketing,2446,Masculino,1,Tecnico de Laboratorio,Casado,87220,1,17,1,10,3,10,0,8
47,Nao,Nao,Pesquisa e desenvolvimento,3,2,Ciencias da Vida,2447,Feminino,2,Executivo de vendas,Casado,39550,7,12,1,4,5,1,0,0
46,Nao,Raramente,Pesquisa e desenvolvimento,1,4,Formacao Tecnica,2448,Feminino,3,Executivo de vendas,Divorciado,99570,4,20,0,13,1,10,0,3
36,Sim,Raramente,Pesquisa e desenvolvimento,1,3,Medica,2449,Masculino,2,Diretor de Manufatura,Divorciado,33760,5,20,0,16,3,2,2,2
32,Sim,Raramente,Pesquisa e desenvolvimento,26,3,Medica,2450,Feminino,2,Diretor de pesquisa,Solteiro,88230,6,13,2,10,3,0,0,0
23,Nao,Raramente,Vendas,6,4,Ciencias da Vida,2451,Masculino,3,Diretor de Manufatura,Solteiro,103220,1,14,2,3,2,3,1,2
31,Nao,Frequente,Vendas,3,3,Marketing,2452,Masculino,2,Executivo de vendas,Solteiro,46210,2,18,1,9,3,5,1,4
39,Nao,Nao,Pesquisa e desenvolvimento,3,3,Ciencias da Vida,2453,Feminino,2,Diretor de Manufatura,Casado,109760,1,11,0,9,3,9,5,8
32,Nao,Raramente,Pesquisa e desenvolvimento,6,3,Formacao Tecnica,2454,Masculino,1,Pesquisador,Casado,36600,3,11,2,10,0,4,0,2
40,Nao,Raramente,Vendas,6,3,Ciencias da Vida,2455,Masculino,3,Diretor de Manufatura,Solteiro,104820,1,11,1,21,6,21,12,8
45,Nao,Raramente,Pesquisa e desenvolvimento,19,4,Medica,2456,Masculino,1,Representante de Vendas,Casado,71190,4,15,0,9,2,5,0,3
30,Nao,Frequente,Vendas,9,3,Ciencias da Vida,2457,Masculino,1,Diretor de pesquisa,Solteiro,95820,0,12,1,10,2,9,0,7
24,Nao,Frequente,Vendas,3,4,Marketing,2458,Masculino,1,Executivo de vendas,Casado,45080,0,11,1,3,5,2,2,1
30,Sim,Frequente,Pesquisa e desenvolvimento,10,3,Ciencias da Vida,2459,Feminino,1,Recursos Humanos,Divorciado,22070,6,14,0,6,4,4,1,2
31,Nao,Raramente,Pesquisa e desenvolvimento,3,2,Ciencias da Vida,2460,Masculino,3,Tecnico de Laboratorio,Casado,77560,1,15,2,6,3,5,0,2
27,Nao,Raramente,Vendas,3,3,Ciencias da Vida,2461,Masculino,1,Gerente,Solteiro,66940,1,13,1,6,2,6,1,4
29,Sim,Raramente,Vendas,4,3,Marketing,2462,Masculino,5,Pesquisador,Solteiro,36910,1,13,0,2,3,2,2,2
29,Nao,Frequente,Pesquisa e desenvolvimento,8,4,Ciencias da Vida,2463,Feminino,1,Executivo de vendas,Solteiro,23770,8,21,1,10,2,3,0,2
30,Nao,Raramente,Vendas,7,3,Ciencias da Vida,2464,Masculino,3,Executivo de vendas,Divorciado,23130,2,11,0,12,5,7,1,7
34,Nao,Raramente,Pesquisa e desenvolvimento,1,2,Medica,2465,Feminino,2,Representante de Saude,Casado,176650,0,11,0,6,5,5,1,2
33,Nao,Nao,Pesquisa e desenvolvimento,2,4,Medica,2466,Masculino,1,Representante de Vendas,Solteiro,25960,8,14,1,13,4,11,1,7
49,Nao,Raramente,Vendas,3,4,Marketing,2467,Masculino,1,Executivo de vendas,Solteiro,47280,3,11,1,8,4,5,0,4
33,Sim,Raramente,Pesquisa e desenvolvimento,10,3,Ciencias da Vida,2468,Masculino,1,Executivo de vendas,Solteiro,43020,2,13,0,11,3,0,0,0
38,Nao,Frequente,Pesquisa e desenvolvimento,28,3,Medica,2469,Masculino,1,Representante de Saude,Casado,29790,4,12,1,9,3,6,0,5
31,Sim,Raramente,Recursos Humanos,9,4,Recursos Humanos,2470,Masculino,2,Tecnico de Laboratorio,Casado,168850,2,14,2,10,2,1,0,0
29,Nao,Raramente,Pesquisa e desenvolvimento,3,4,Outras,2471,Feminino,2,Representante de Vendas,Divorciado,55930,1,13,1,1,3,1,0,0
30,Nao,Raramente,Pesquisa e desenvolvimento,2,1,Medica,2472,Masculino,1,Representante de Vendas,Casado,104450,3,18,1,10,3,7,1,7
32,Nao,Nao,Pesquisa e desenvolvimento,10,4,Ciencias da Vida,2473,Feminino,1,Tecnico de Laboratorio,Solteiro,87400,2,11,1,12,2,7,0,7
38,Nao,Raramente,Pesquisa e desenvolvimento,8,2,Formacao Tecnica,2474,Feminino,1,Diretor de Manufatura,Casado,25140,3,11,0,15,2,1,1,0
43,Sim,Frequente,Pesquisa e desenvolvimento,1,4,Outras,2475,Masculino,3,Executivo de vendas,Casado,76550,9,12,1,6,3,1,0,0
42,Nao,Raramente,Recursos Humanos,1,3,Outras,2476,Feminino,1,Representante de Saude,Divorciado,174650,8,13,1,7,3,5,0,4
